Date,Expire Date,Option Type, Strike,Contract Name,Last,Bid,Ask,Change,%Change,Volume,Open Interest,Implied Volatility
19.03.2016,19.01.2018,Call,4.00,SUNE180119C00004000,0.73,0.70,0.74,-0.06,-7.59%,173,3440,98.24%
19.03.2016,19.01.2018,Call,4.50,SUNE180119C00004500,0.70,0.54,0.92,0.00,0.00%,40,1453,104.30%
19.03.2016,19.01.2018,Call,5.00,SUNE180119C00005000,0.59,0.45,0.77,0.00,0.00%,23,16749,98.24%
19.03.2016,19.01.2018,Call,5.50,SUNE180119C00005500,0.55,0.49,0.78,-0.03,-5.17%,7,1614,104.30%
19.03.2016,19.01.2018,Call,8.00,SUNE180119C00008000,0.50,0.33,0.48,0.00,0.00%,3,29817,98.24%
19.03.2016,19.01.2018,Call,10.00,SUNE180119C00010000,0.30,0.26,0.43,-0.03,-9.09%,8,4444,100.39%
19.03.2016,19.01.2018,Call,12.00,SUNE180119C00012000,0.25,0.16,0.48,0.00,0.00%,70,713,103.91%
19.03.2016,19.01.2018,Call,15.00,SUNE180119C00015000,0.25,0.15,0.51,0.00,0.00%,51,1558,111.72%
19.03.2016,19.01.2018,Call,17.00,SUNE180119C00017000,0.18,0.00,0.46,0.00,0.00%,0,608,104.88%
19.03.2016,19.01.2018,Call,20.00,SUNE180119C00020000,0.12,0.09,0.25,0.00,0.00%,205,2898,102.15%
19.03.2016,19.01.2018,Call,22.00,SUNE180119C00022000,0.10,0.08,0.49,0.00,0.00%,20,1510,118.36%
19.03.2016,19.01.2018,Put,0.50,SUNE180119P00000500,0.25,0.19,0.30,-0.01,-3.85%,100,1192,159.38%
19.03.2016,19.01.2018,Put,1.00,SUNE180119P00001000,0.61,0.48,0.71,0.00,0.00%,200,2396,157.03%
19.03.2016,19.01.2018,Put,1.50,SUNE180119P00001500,0.99,0.94,1.05,0.09,10.00%,133,2467,157.81%
19.03.2016,19.01.2018,Put,2.00,SUNE180119P00002000,1.38,1.32,1.46,0.03,2.22%,561,3676,154.30%
19.03.2016,19.01.2018,Put,2.50,SUNE180119P00002500,1.77,1.57,1.89,0.00,0.00%,6,366,142.38%
19.03.2016,19.01.2018,Put,3.00,SUNE180119P00003000,2.21,2.10,2.35,0.11,5.24%,10,5128,150.00%
19.03.2016,19.01.2018,Put,3.50,SUNE180119P00003500,2.50,2.34,2.80,0.00,0.00%,0,1383,138.67%
19.03.2016,19.01.2018,Put,4.00,SUNE180119P00004000,3.03,2.76,3.20,0.00,0.00%,1,258,134.96%
19.03.2016,19.01.2018,Put,4.50,SUNE180119P00004500,3.50,3.25,3.70,0.03,0.86%,1,106,139.45%
19.03.2016,19.01.2018,Put,5.00,SUNE180119P00005000,3.92,3.80,4.15,0.00,0.00%,153,971,143.75%
19.03.2016,19.01.2018,Put,5.50,SUNE180119P00005500,4.33,4.20,4.60,-0.12,-2.70%,4,312,140.04%
19.03.2016,19.01.2018,Put,8.00,SUNE180119P00008000,6.50,6.30,7.00,0.00,0.00%,0,431,131.35%
19.03.2016,19.01.2018,Put,10.00,SUNE180119P00010000,8.45,8.20,8.80,0.00,0.00%,0,653,126.17%
19.03.2016,19.01.2018,Put,12.00,SUNE180119P00012000,10.62,10.10,10.90,0.00,0.00%,0,136,132.23%
19.03.2016,19.01.2018,Put,15.00,SUNE180119P00015000,13.40,12.95,13.90,0.00,0.00%,0,255,132.81%
19.03.2016,19.01.2018,Put,17.00,SUNE180119P00017000,12.96,14.85,15.85,0.00,0.00%,0,75,130.08%
19.03.2016,19.01.2018,Put,20.00,SUNE180119P00020000,18.15,17.85,18.70,0.00,0.00%,0,236,128.13%
19.03.2016,19.01.2018,Put,22.00,SUNE180119P00022000,19.05,19.70,20.80,0.00,0.00%,0,11,128.52%
